29.438000,22.067000
29.419000,22.075000
29.408000,22.074000
29.390000,22.069000
29.392000,22.067000
29.395000,22.067000
29.397000,22.055000
29.403000,22.062000
29.398000,22.064000
29.392000,22.062000
29.394000,22.062000
29.399000,22.052000
29.402000,22.044000
29.416000,22.043000
29.412000,22.040000
29.410000,22.028000
29.402000,22.024000
29.392000,22.017000
29.393000,22.007000
29.401000,22.006000
29.404000,21.997000
29.409000,22.003000
29.409000,22.008000
29.402000,22.004000
29.407000,22.005000
29.401000,22.005000
29.404000,22.011000
29.408000,22.007000
29.415000,22.007000
29.420000,21.990000
29.422000,21.989000
29.427000,21.974000
29.432000,21.969000
29.446000,21.957000
29.455000,21.941000
29.469000,21.925000
29.481000,21.905000
29.498000,21.889000
29.508000,21.877000
29.521000,21.868000
29.532000,21.851000
29.545000,21.835000
29.560000,21.813000
29.569000,21.804000
29.575000,21.785000
29.588000,21.776000
29.595000,21.766000
29.601000,21.762000
29.609000,21.748000
29.607000,21.736000
29.615000,21.719000
29.618000,21.710000
29.625000,21.694000
29.634000,21.679000
29.649000,21.674000
29.653000,21.668000
29.648000,21.666000
29.648000,21.666000
29.645000,21.668000
29.646000,21.672000
29.652000,21.679000
29.651000,21.686000
29.645000,21.696000
29.641000,21.710000
29.629000,21.720000
29.623000,21.725000
29.623000,21.731000
29.611000,21.728000
29.609000,21.736000
29.614000,21.737000
29.616000,21.734000
29.624000,21.727000
29.634000,21.726000
29.641000,21.712000
29.652000,21.708000
29.655000,21.706000
29.660000,21.706000
29.668000,21.710000
29.675000,21.694000
29.677000,21.688000
29.678000,21.681000
29.676000,21.676000
29.672000,21.674000
29.670000,21.678000
29.665000,21.674000
29.664000,21.672000
29.663000,21.671000
29.662000,21.671000
29.646000,21.683000
29.630000,21.694000
29.605000,21.709000
29.580000,21.719000
29.568000,21.719000
29.563000,21.707000
29.567000,21.586000
29.583000,21.556000
29.624000,21.283000
29.564000,21.229000
29.645000,21.178000
29.799000,21.132000
29.880000,21.149000
29.809000,21.250000
29.687000,21.418000
29.607000,21.542000
29.590000,21.579000
29.581000,21.598000
29.524000,21.634000
29.536000,21.646000
29.624000,21.596000
29.672000,21.482000
29.730000,21.448000
29.815000,21.469000
29.856000,21.439000
29.878000,21.427000
29.830000,21.401000
29.826000,21.455000
29.816000,21.546000
29.769000,21.624000
29.630000,21.679000
29.571000,21.705000
29.597000,21.739000
29.621000,21.704000
29.664000,21.672000
29.735000,21.566000
29.774000,21.462000
29.793000,21.459000
29.801000,21.428000
29.779000,21.426000
29.769000,21.418000
29.746000,21.487000
29.731000,21.445000
29.745000,21.506000
29.743000,21.505000
29.691000,21.435000
29.596000,21.625000
29.587000,21.650000
29.570000,21.671000
29.526000,21.728000
29.465000,21.783000
29.409000,21.829000
29.382000,21.840000
29.413000,21.857000
29.434000,21.808000
29.443000,21.734000
29.479000,21.779000
29.477000,21.791000
29.475000,21.793000
29.471000,21.784000
29.481000,21.781000
29.492000,21.772000
29.506000,21.763000
29.512000,21.759000
29.513000,21.748000
29.521000,21.750000
29.520000,21.741000
29.511000,21.741000
29.513000,21.740000
29.519000,21.736000
29.530000,21.723000
29.536000,21.710000
29.566000,21.609000
29.656000,21.627000
29.663000,21.541000
29.691000,21.508000
29.741000,21.539000
29.734000,21.555000
29.678000,21.499000
29.632000,21.521000
29.596000,21.561000
29.448000,21.784000
29.435000,21.737000
29.489000,21.662000
29.620000,21.588000
29.729000,21.523000
29.637000,21.516000
29.634000,21.527000
29.622000,21.535000
29.614000,21.577000
29.616000,21.501000
29.649000,21.483000
29.676000,21.560000
29.698000,21.542000
29.705000,21.539000
29.708000,21.543000
29.709000,21.546000
29.707000,21.535000
29.704000,21.543000
29.707000,21.554000
29.710000,21.561000
29.711000,21.562000
29.697000,21.502000
29.677000,21.535000
29.669000,21.620000
29.657000,21.630000
29.653000,21.641000
29.647000,21.656000
29.644000,21.666000
29.642000,21.677000
29.644000,21.683000
29.641000,21.694000
29.640000,21.703000
29.643000,21.712000
29.640000,21.726000
29.633000,21.735000
29.616000,21.753000
29.606000,21.763000
29.595000,21.781000
29.578000,21.801000
29.549000,21.818000
29.483000,21.768000
29.463000,21.792000
29.439000,21.816000
29.420000,21.846000
29.434000,21.919000
29.427000,21.930000
29.430000,21.935000
29.430000,21.934000
29.483000,21.845000
29.700000,21.812000
29.737000,21.787000
29.705000,21.793000
29.573000,21.780000
29.582000,21.768000
29.595000,21.841000
29.610000,21.831000
